a_id,x,y,species
2117,216,185,livestock
1556,96,135,livestock
1683,182,270,livestock
1605,200,214,livestock
1749,110,163,livestock
1492,186,166,herbivore
1936,245,2,carnivore
1738,106,161,livestock
1573,153,135,livestock
1606,201,219,livestock
1709,154,37,livestock
1589,255,57,livestock
1713,157,32,livestock
1339,270,16,herbivore
1677,221,191,livestock
1459,183,229,herbivore
1731,173,137,livestock
1390,66,77,herbivore
1419,203,289,herbivore
1307,209,263,herbivore
1385,300,161,herbivore
1820,181,95,livestock
1530,243,281,carnivore
1500,285,37,herbivore
1444,83,97,herbivore
1689,171,269,livestock
1522,195,246,carnivore
1432,269,16,herbivore
1453,222,16,herbivore
1602,262,60,livestock
1655,270,226,livestock
1592,260,56,livestock
2224,29,60,livestock
1733,178,128,livestock
1489,63,56,herbivore
1611,211,211,livestock
1741,101,160,livestock
1773,156,175,livestock
1412,214,60,herbivore
1699,67,154,livestock
1658,265,219,livestock
1517,202,24,carnivore
1760,177,252,livestock
1708,148,42,livestock
1491,245,224,herbivore
1509,144,161,carnivore
1456,199,24,herbivore
1346,135,14,herbivore
1572,153,144,livestock
1817,194,108,livestock
1780,150,181,livestock
1648,82,231,livestock
1801,86,211,livestock
1392,93,171,herbivore
2001,266,224,livestock
1809,192,97,livestock
1410,45,133,herbivore
1439,11,52,herbivore
1628,176,158,livestock
1778,151,169,livestock
2147,208,220,herbivore
1789,93,203,livestock
1601,266,48,livestock
1430,287,215,herbivore
1718,176,123,livestock
1902,99,25,herbivore
1487,293,80,herbivore
1399,278,49,herbivore
1533,47,92,carnivore
1368,194,125,herbivore
1318,158,77,herbivore
1579,153,142,livestock
1451,4,258,herbivore
1774,161,170,livestock
1375,225,119,herbivore
1549,36,15,carnivore
1561,105,142,livestock
1480,107,120,herbivore
1687,175,266,livestock
1608,202,217,livestock
1711,151,36,livestock
2054,181,98,livestock
1402,241,174,herbivore
